Fieldwork date,Polling firm,poll,party
9/6/2020,JNN,2.30078125,DPP
9/17/2020,Nikkei,1,DPP
9/17/2020,Asahi Shimbun,1,DPP
9/20/2020,Yomiuri-NNN,1,DPP
9/20/2020,ANN,0.700195313,DPP
9/22/2020,NHK,0.099975586,DPP
10/4/2020,JNN,0.399902344,DPP
10/11/2020,NHK,0.5,DPP
10/12/2020,Jiji Press,0.5,DPP
10/18/2020,Yomiuri-NNN,1,DPP
10/18/2020,ANN,0.799804688,DPP
10/18/2020,Asahi Shimbun,0,DPP
10/25/2020,Nikkei,1,DPP
11/8/2020,NHK,0.799804688,DPP
11/8/2020,JNN,1.400390625,DPP
11/8/2020,Yomiuri-NNN,1,DPP
11/9/2020,Jiji Press,0.199951172,DPP
11/15/2020,Asahi Shimbun,0,DPP
11/15/2020,ANN,0.700195313,DPP
11/17/2020,Yomiuri-Waseda,0,DPP
11/29/2020,Nikkei,1,DPP
12/6/2020,Yomiuri-NNN,1,DPP
12/6/2020,Kyodo News,1.700195313,DPP
12/6/2020,JNN,0.399902344,DPP
12/7/2020,Jiji Press,0.899902344,DPP
12/13/2020,NHK,0.600097656,DPP
12/20/2020,ANN,1.700195313,DPP
12/27/2020,Nikkei,1,DPP
12/27/2020,Yomiuri-NNN,1,DPP
1/10/2021,Kyodo News,0.799804688,DPP
1/10/2021,JNN,0.799804688,DPP
1/11/2021,Jiji Press,0.5,DPP
1/11/2021,NHK,0.5,DPP
1/17/2021,Yomiuri-NNN,1,DPP
1/17/2021,ANN,1.700195313,DPP
1/24/2021,FNN-Sankei,0.899902344,DPP
1/31/2021,Nikkei,1,DPP
2/7/2021,Yomiuri-NNN,1,DPP
2/7/2021,JNN,0.700195313,DPP
2/7/2021,Jiji Press,0.600097656,DPP
2/7/2021,NHK,0.899902344,DPP
2/14/2021,ANN,0.600097656,DPP
2/14/2021,Asahi Shimbun,1,DPP
2/21/2021,FNN-Sankei,1,DPP
2/28/2021,Nikkei,1,DPP
3/7/2021,JNN,0.899902344,DPP
3/7/2021,Yomiuri-NNN,0,DPP
3/7/2021,NHK,0.799804688,DPP
3/8/2021,Jiji Press,0.399902344,DPP
3/14/2021,FNN-Sankei,1.099609375,DPP
3/21/2021,Asahi Shimbun,1,DPP
3/21/2021,ANN,1.200195313,DPP
3/28/2021,Nikkei,1,DPP
4/1/2021,Mainichi Shimbun,1,DPP
4/4/2021,JNN,0.5,DPP
4/4/2021,Yomiuri-NNN,0,DPP
4/11/2021,NHK,0.700195313,DPP
4/11/2021,Asahi Shimbun,1,DPP
4/12/2021,Asahi Shimbun,1,DPP
4/12/2021,Jiji Press,0.300048828,DPP
4/18/2021,ANN,0.5,DPP
4/18/2021,FNN-Sankei,0.700195313,DPP
4/25/2021,Nikkei,1,DPP
5/9/2021,NHK,0.600097656,DPP
5/9/2021,JNN,1.099609375,DPP
5/9/2021,Yomiuri-NNN,1,DPP
5/10/2021,Jiji Press,0.5,DPP
5/16/2021,Kyodo News,1.200195313,DPP
5/16/2021,FNN-Sankei,0.799804688,DPP
5/16/2021,go2senkyo,1.200195313,DPP
5/16/2021,ANN,1,DPP
5/16/2021,Asahi Shimbun,1,DPP
5/30/2021,Nikkei,0,DPP
6/1/2021,Mainichi Shimbun,1,DPP
6/6/2021,Yomiuri-NNN,0,DPP
6/6/2021,JNN,0.5,DPP
6/13/2021,NHK,0.5,DPP
6/13/2021,go2senkyo,0.700195313,DPP
6/14/2021,Jiji Press,0.5,DPP
6/20/2021,FNN-Sankei,0.899902344,DPP
6/20/2021,ANN,1.5,DPP
6/20/2021,Asahi Shimbun,1,DPP
6/27/2021,Nikkei,1,DPP
7/1/2021,Mainichi Shimbun,1,DPP
7/4/2021,JNN,0.600097656,DPP
7/11/2021,Yomiuri-NNN,1,DPP
7/11/2021,go2senkyo,1.099609375,DPP
7/11/2021,NHK,0.799804688,DPP
7/12/2021,Jiji Press,0.5,DPP
7/18/2021,FNN-Sankei,0.700195313,DPP
7/18/2021,ANN,0.5,DPP
7/25/2021,Nikkei,1,DPP
8/1/2021,Mainichi Shimbun,1,DPP
8/8/2021,Asahi Shimbun,1,DPP
8/8/2021,JNN,0.600097656,DPP
8/9/2021,Yomiuri-NNN,0,DPP
8/9/2021,Jiji Press,0.300048828,DPP
8/9/2021,NHK,0.799804688,DPP
8/15/2021,go2senkyo,0.5,DPP
8/22/2021,ANN,0.5,DPP
8/22/2021,FNN-Sankei,0.600097656,DPP
9/1/2021,Mainichi Shimbun,1,DPP
9/5/2021,Yomiuri Shimbun,0,DPP
9/11/2021,Nikkei,1,DPP
9/12/2021,NHK,0.199951172,DPP
9/12/2021,Asahi Shimbun,0,DPP
9/13/2021,Jiji Press,0,DPP
9/19/2021,FNN-Sankei,0.300048828,DPP
9/19/2021,ANN,1.200195313,DPP
9/25/2021,Nikkei,1,DPP
10/5/2021,Nikkei & TV Tokyo,1,DPP
10/5/2021,Yomiuri Shimbun,1,DPP
10/5/2021,Asahi Shimbun,0,DPP
10/10/2021,Green Ship,0,DPP
10/10/2021,FNN-Sankei,0.5,DPP
10/10/2021,NHK,0.700195313,DPP
10/10/2021,JNN,0.700195313,DPP
10/15/2021,Yomiuri Shimbun,1,DPP
10/17/2021,NHK,1,DPP
10/17/2021,ANN,1.200195313,DPP
10/17/2021,go2senkyo,1,DPP
10/17/2021,Kyodo News,0,DPP
10/20/2021,Asahi Shimbun,1,DPP
10/20/2021,Mainichi Shimbun,1,DPP
10/24/2021,go2senkyo,1.099609375,DPP
10/24/2021,NHK,0.799804688,DPP
1/8/2018,NHK,0.300048828,SDP
1/14/2018,Yomiuri Shimbun,1,SDP
1/14/2018,JNN,0.399902344,SDP
1/14/2018,Kyodo News,0.600097656,SDP
1/15/2018,Jiji Press,0.199951172,SDP
1/21/2018,Mainichi Shimbun,0,SDP
1/21/2018,ANN,0.899902344,SDP
1/21/2018,Asahi Shimbun,0,SDP
1/28/2018,NTV,1,SDP
1/28/2018,Nikkei,0,SDP
2/4/2018,JNN,0.300048828,SDP
2/11/2018,Yomiuri Shimbun,0,SDP
2/11/2018,Kyodo News,0.700195313,SDP
2/12/2018,Jiji Press,0.300048828,SDP
2/12/2018,NHK,0.399902344,SDP
2/18/2018,Asahi Shimbun,1,SDP
2/18/2018,NTV,1.099609375,SDP
2/25/2018,Mainichi Shimbun,0,SDP
2/25/2018,ANN,1.799804688,SDP
2/25/2018,Nikkei,1,SDP
3/4/2018,Kyodo News,0.300048828,SDP
3/4/2018,JNN,0.399902344,SDP
3/11/2018,Yomiuri Shimbun,0,SDP
3/11/2018,NHK,0.700195313,SDP
3/12/2018,Jiji Press,0.600097656,SDP
3/18/2018,Asahi Shimbun,0,SDP
3/18/2018,Kyodo News,1.099609375,SDP
3/18/2018,Mainichi Shimbun,0,SDP
3/18/2018,NTV,1.700195313,SDP
3/25/2018,Nikkei & TV Tokyo,0,SDP
3/25/2018,ANN,1.299804688,SDP
4/1/2018,Kyodo News,0.600097656,SDP
4/1/2018,Yomiuri Shimbun,1,SDP
4/8/2018,NHK,0.5,SDP
4/8/2018,JNN,0.099975586,SDP
4/9/2018,Jiji Press,0.700195313,SDP
4/15/2018,NTV,0.899902344,SDP
4/15/2018,Asahi Shimbun,0,SDP
4/22/2018,Mainichi Shimbun,1,SDP
4/22/2018,ANN,1.599609375,SDP
4/22/2018,Yomiuri Shimbun,0,SDP
4/25/2018,Asahi Shimbun,1,SDP
4/29/2018,Nikkei & TV Tokyo,0,SDP
5/13/2018,Kyodo News,0.799804688,SDP
5/13/2018,JNN,0.300048828,SDP
5/13/2018,NHK,0.300048828,SDP
5/14/2018,Jiji Press,0.399902344,SDP
5/20/2018,Yomiuri Shimbun,0,SDP
5/20/2018,NTV,1.200195313,SDP
5/20/2018,Asahi Shimbun,0,SDP
5/20/2018,ANN,1.299804688,SDP
5/27/2018,Mainichi Shimbun,0,SDP
5/27/2018,Nikkei & TV Tokyo,1,SDP
6/3/2018,JNN,0.600097656,SDP
6/10/2018,NHK,1.200195313,SDP
6/11/2018,Jiji Press,0.399902344,SDP
6/17/2018,ANN,1.099609375,SDP
6/17/2018,Asahi Shimbun,0,SDP
6/17/2018,NTV,0.799804688,SDP
6/17/2018,Yomiuri Shimbun,0,SDP
6/24/2018,Nikkei & TV Tokyo,1,SDP
6/24/2018,Mainichi Shimbun,1,SDP
7/8/2018,JNN,1.599609375,SDP
7/8/2018,NHK,0.399902344,SDP
7/9/2018,Jiji Press,1,SDP
7/15/2018,Asahi Shimbun,1,SDP
7/22/2018,Kyodo News,0.5,SDP
7/22/2018,Yomiuri Shimbun,1,SDP
7/22/2018,Nikkei & TV Tokyo,1,SDP
7/22/2018,ANN,0.700195313,SDP
7/29/2018,Mainichi Shimbun,1,SDP
8/5/2018,NHK,0.300048828,SDP
8/5/2018,JNN,0.600097656,SDP
8/5/2018,Asahi Shimbun,1,SDP
8/6/2018,Jiji Press,0.300048828,SDP
8/19/2018,ANN,0.700195313,SDP
8/26/2018,Nikkei & TV Tokyo,1,SDP
8/26/2018,Yomiuri Shimbun,0,SDP
8/26/2018,Kyodo News,1.299804688,SDP
9/2/2018,JNN,0.799804688,SDP
9/2/2018,Mainichi Shimbun,1,SDP
9/9/2018,Asahi Shimbun,0,SDP
9/10/2018,Jiji Press,0.300048828,SDP
9/16/2018,ANN,1.5,SDP
9/17/2018,NHK,0.5,SDP
9/21/2018,Kyodo News,1,SDP
9/23/2018,Nikkei & TV Tokyo,1,SDP
9/23/2018,Yomiuri Shimbun,0,SDP
10/3/2018,Nikkei & TV Tokyo,0,SDP
10/3/2018,Kyodo News,0.799804688,SDP
10/3/2018,Yomiuri Shimbun,0,SDP
10/7/2018,Mainichi Shimbun,1,SDP
10/8/2018,NHK,0.5,SDP
10/8/2018,Jiji Press,1,SDP
10/14/2018,Asahi Shimbun,0,SDP
10/14/2018,JNN,0.799804688,SDP
10/21/2018,ANN,1,SDP
10/28/2018,Yomiuri Shimbun,0,SDP
10/28/2018,Nikkei & TV Tokyo,0,SDP
11/4/2018,Kyodo News,0.799804688,SDP
11/4/2018,JNN,0.399902344,SDP
11/11/2018,NHK,0.700195313,SDP
11/12/2018,Jiji Press,0.199951172,SDP
11/18/2018,Mainichi Shimbun,0,SDP
11/18/2018,ANN,0.700195313,SDP
11/18/2018,Asahi Shimbun,0,SDP
11/25/2018,Yomiuri Shimbun,0,SDP
11/25/2018,Nikkei & TV Tokyo,0,SDP
12/2/2018,JNN,0.5,SDP
12/9/2018,NHK,0.399902344,SDP
12/10/2018,Mainichi & SSRC,0,SDP
12/10/2018,Jiji Press,0.199951172,SDP
12/16/2018,Yomiuri Shimbun,0,SDP
12/16/2018,Nikkei & TV Tokyo,1,SDP
12/16/2018,Mainichi Shimbun,0,SDP
12/16/2018,Kyodo News,0.5,SDP
12/16/2018,Asahi Shimbun,0,SDP
12/16/2018,ANN,1.700195313,SDP
12/25/2018,Asahi Shimbun,1,SDP
1/13/2019,Kyodo News,0.399902344,SDP
1/13/2019,JNN,0.399902344,SDP
1/14/2019,Jiji Press,0.600097656,SDP
1/14/2019,NHK,0.199951172,SDP
1/20/2019,Asahi Shimbun,0,SDP
1/27/2019,Yomiuri Shimbun,0,SDP
1/27/2019,Nikkei & TV Tokyo,1,SDP
1/27/2019,ANN,1.400390625,SDP
2/3/2019,JNN,0.399902344,SDP
2/3/2019,Mainichi Shimbun,0,SDP
2/3/2019,Kyodo News,1.099609375,SDP
2/11/2019,Jiji Press,0.600097656,SDP
2/11/2019,NHK,0.399902344,SDP
2/17/2019,Nikkei & TV Tokyo,0,SDP
2/17/2019,Asahi Shimbun,0,SDP
2/24/2019,Yomiuri Shimbun,1,SDP
2/24/2019,ANN,1.400390625,SDP
3/3/2019,JNN,0.199951172,SDP
3/10/2019,NHK,1.099609375,SDP
3/10/2019,Kyodo News,0.700195313,SDP
3/11/2019,Jiji Press,0.199951172,SDP
3/17/2019,Mainichi Shimbun,1,SDP
3/17/2019,Asahi Shimbun,0,SDP
3/17/2019,ANN,0.600097656,SDP
3/24/2019,Yomiuri Shimbun,1,SDP
3/24/2019,Nikkei & TV Tokyo,0,SDP
4/2/2019,Yomiuri Shimbun,0,SDP
4/2/2019,Kyodo News,1.400390625,SDP
4/7/2019,NHK,0.199951172,SDP
4/7/2019,JNN,0.799804688,SDP
4/8/2019,Jiji Press,0.099975586,SDP
4/14/2019,Mainichi Shimbun,1,SDP
4/14/2019,Asahi Shimbun,1,SDP
4/15/2019,Asahi Shimbun,1,SDP
4/21/2019,ANN,0.399902344,SDP
4/28/2019,Yomiuri Shimbun,0,SDP
5/2/2019,Kyodo News,0.300048828,SDP
5/12/2019,Nikkei & TV Tokyo,1,SDP
5/12/2019,JNN,0.799804688,SDP
5/12/2019,NHK,0.600097656,SDP
5/13/2019,Jiji Press,0.099975586,SDP
5/19/2019,ANN,1.099609375,SDP
5/19/2019,Mainichi Shimbun,0,SDP
5/19/2019,Yomiuri Shimbun,0,SDP
5/19/2019,Asahi Shimbun,0,SDP
5/19/2019,Kyodo News,0.799804688,SDP
6/2/2019,JNN,0.199951172,SDP
6/9/2019,NHK,0.199951172,SDP
6/10/2019,Jiji Press,0.300048828,SDP
6/16/2019,Kyodo News,1.599609375,SDP
6/16/2019,Mainichi Shimbun,1,SDP
6/23/2019,Asahi Shimbun,0,SDP
6/23/2019,NHK,0.5,SDP
6/27/2019,Kyodo News,1.5,SDP
6/30/2019,Yomiuri Shimbun,1,SDP
6/30/2019,Nikkei & TV Tokyo,1,SDP
6/30/2019,NHK,0.600097656,SDP
7/5/2019,Yomiuri Shimbun,1,SDP
7/7/2019,NHK,0.5,SDP
7/7/2019,JNN,0.5,SDP
7/8/2019,Jiji Press,0.300048828,SDP
7/14/2019,Asahi Shimbun,1,SDP
7/15/2019,NHK,0.5,SDP
7/23/2019,Asahi Shimbun,1,SDP
7/23/2019,Kyodo News,0.700195313,SDP
7/23/2019,Yomiuri Shimbun,1,SDP
7/28/2019,Nikkei & TV Tokyo,1,SDP
8/4/2019,NHK,0.799804688,SDP
8/4/2019,JNN,0.300048828,SDP
8/12/2019,Jiji Press,0.399902344,SDP
8/18/2019,Kyodo News,0.700195313,SDP
8/18/2019,ANN,1,SDP
8/25/2019,Yomiuri Shimbun,0,SDP
9/1/2019,Nikkei & TV Tokyo,0,SDP
9/8/2019,JNN,0.399902344,SDP
9/8/2019,NHK,0.199951172,SDP
9/9/2019,Jiji Press,0.5,SDP
9/12/2019,Kyodo News,0.899902344,SDP
9/12/2019,Nikkei & TV Tokyo,1,SDP
9/15/2019,Yomiuri Shimbun,0,SDP
9/15/2019,Mainichi Shimbun,0,SDP
9/15/2019,ANN,0.5,SDP
9/15/2019,Asahi Shimbun,1,SDP
10/6/2019,Kyodo News,0.700195313,SDP
10/6/2019,JNN,0.399902344,SDP
10/14/2019,Jiji Press,0.099975586,SDP
10/20/2019,Yomiuri Shimbun,0,SDP
10/20/2019,Asahi Shimbun,0,SDP
10/20/2019,ANN,1.299804688,SDP
10/27/2019,Kyodo News,1.099609375,SDP
10/27/2019,Mainichi Shimbun,1,SDP
10/27/2019,Nikkei & TV Tokyo,0,SDP
11/10/2019,ANN,0.600097656,SDP
11/10/2019,go2senkyo & JX,0.899902344,SDP
11/10/2019,Jiji Press,0.600097656,SDP
11/10/2019,JNN,0.5,SDP
11/10/2019,NHK,0.300048828,SDP
11/17/2019,Yomiuri Shimbun,0,SDP
11/17/2019,Asahi Shimbun,1,SDP
11/24/2019,Nikkei & TV Tokyo,1,SDP
11/24/2019,Kyodo News,0.399902344,SDP
12/1/2019,Mainichi Shimbun,0,SDP
12/8/2019,NHK,0.700195313,SDP
12/8/2019,JNN,0.799804688,SDP
12/9/2019,Mainichi & SSRC,0,SDP
12/9/2019,Jiji Press,0.199951172,SDP
12/15/2019,Yomiuri Shimbun,0,SDP
12/15/2019,Kyodo News,0.799804688,SDP
12/15/2019,ANN,0.5,SDP
12/15/2019,go2senkyo & JX,0.899902344,SDP
12/22/2019,Asahi Shimbun,1,SDP
12/22/2019,Nikkei & TV Tokyo,1,SDP
1/12/2020,JNN,0.399902344,SDP
1/12/2020,go2senkyo & JX,0.5,SDP
1/12/2020,Kyodo News,1.099609375,SDP
1/13/2020,Jiji Press,0.700195313,SDP
1/13/2020,NHK,0.700195313,SDP
1/19/2020,Yomiuri Shimbun,0,SDP
1/19/2020,Mainichi Shimbun,1,SDP
1/19/2020,ANN,0.799804688,SDP
1/26/2020,Nikkei & TV Tokyo,1,SDP
1/26/2020,Asahi Shimbun,0,SDP
2/2/2020,JNN,0.399902344,SDP
2/9/2020,Jiji Press,0.199951172,SDP
2/9/2020,NHK,1.200195313,SDP
2/15/2020,Yomiuri Shimbun,0,SDP
2/16/2020,go2senkyo & JX,1,SDP
2/16/2020,Asahi Shimbun,0,SDP
2/16/2020,Kyodo News,1,SDP
2/16/2020,ANN,0.399902344,SDP
2/23/2020,Nikkei & TV Tokyo,0,SDP
3/1/2020,go2senkyo & JX,0.899902344,SDP
3/1/2020,go2senkyo & JX,0.899902344,SDP
3/8/2020,NHK,0.799804688,SDP
3/8/2020,JNN,0.399902344,SDP
3/9/2020,Jiji Press,0.5,SDP
3/15/2020,Mainichi Shimbun,0,SDP
3/15/2020,Asahi Shimbun,0,SDP
3/16/2020,Kyodo News,1.200195313,SDP
3/22/2020,Yomiuri Shimbun,1,SDP
3/22/2020,ANN,0.899902344,SDP
3/28/2020,Kyodo News,0.700195313,SDP
3/29/2020,Nikkei & TV Tokyo,1,SDP
4/5/2020,JNN,0.5,SDP
4/9/2020,"Mainichi, JNN, & SSRC",1,SDP
4/12/2020,go2senkyo & JX,1,SDP
4/12/2020,NHK,0.600097656,SDP
4/12/2020,Yomiuri Shimbun,0,SDP
4/13/2020,Asahi Shimbun,1,SDP
4/13/2020,Kyodo News,0.899902344,SDP
4/19/2020,Mainichi Shimbun,1,SDP
4/19/2020,Asahi Shimbun,1,SDP
5/10/2020,Yomiuri Shimbun,0,SDP
5/10/2020,Kyodo News,0.700195313,SDP
5/10/2020,Nikkei & TV Tokyo,1,SDP
5/10/2020,JNN,0.300048828,SDP
5/17/2020,ANN,0.799804688,SDP
5/17/2020,go2senkyo & JX,0.899902344,SDP
5/24/2020,Mainichi & SSRC,1,SDP
5/24/2020,Asahi Shimbun,1,SDP
5/31/2020,Kyodo News,0.399902344,SDP
6/1/2020,Jiji Press,0.899902344,SDP
6/7/2020,Yomiuri Shimbun,0,SDP
6/7/2020,Nikkei & TV Tokyo,0,SDP
6/7/2020,JNN,0.600097656,SDP
6/14/2020,go2senkyo & JX,1,SDP
6/20/2020,Mainichi & SSRC,1,SDP
6/21/2020,Asahi Shimbun,0,SDP
6/21/2020,Kyodo News,1.200195313,SDP
6/21/2020,ANN,0.5,SDP
6/22/2020,Jiji Press,1.099609375,SDP
7/5/2020,Yomiuri Shimbun,0,SDP
7/5/2020,JNN,0.5,SDP
7/12/2020,go2senkyo & JX,1.299804688,SDP
7/13/2020,Jiji Press,0.199951172,SDP
7/19/2020,ANN,0.300048828,SDP
7/19/2020,Asahi Shimbun,1,SDP
7/19/2020,Kyodo News,0.5,SDP
7/19/2020,Nikkei & TV Tokyo,0,SDP
7/19/2020,Mainichi & SSRC,1,SDP
8/2/2020,JNN,0.399902344,SDP
8/23/2020,ANN,0.5,SDP
9/3/2020,Mainichi and JNN,0,SDP
9/6/2020,JNN,0.300048828,SDP
9/17/2020,Nikkei,1,SDP
9/17/2020,Asahi Shimbun,0,SDP
9/20/2020,Yomiuri-NNN,0,SDP
9/20/2020,ANN,0.300048828,SDP
9/22/2020,NHK,0.399902344,SDP
10/4/2020,JNN,0.399902344,SDP
10/11/2020,NHK,0.399902344,SDP
10/12/2020,Jiji Press,0.300048828,SDP
10/18/2020,Yomiuri-NNN,0,SDP
10/18/2020,ANN,0.300048828,SDP
10/18/2020,Asahi Shimbun,0,SDP
10/25/2020,Nikkei,0,SDP
11/8/2020,NHK,0.5,SDP
11/8/2020,JNN,0.199951172,SDP
11/8/2020,Yomiuri-NNN,0,SDP
11/9/2020,Jiji Press,0.300048828,SDP
11/15/2020,Asahi Shimbun,1,SDP
11/15/2020,ANN,0.799804688,SDP
11/17/2020,Yomiuri-Waseda,0,SDP
11/29/2020,Nikkei,1,SDP
12/6/2020,Yomiuri-NNN,0,SDP
12/6/2020,Kyodo News,1,SDP
12/6/2020,JNN,0.199951172,SDP
12/7/2020,Jiji Press,0.399902344,SDP
12/13/2020,NHK,0.399902344,SDP
12/20/2020,ANN,0.5,SDP
12/27/2020,Nikkei,1,SDP
12/27/2020,Yomiuri-NNN,0,SDP
1/10/2021,Kyodo News,0.099975586,SDP
1/10/2021,JNN,0.199951172,SDP
1/11/2021,Jiji Press,0.799804688,SDP
1/11/2021,NHK,0.5,SDP
1/17/2021,Yomiuri-NNN,0,SDP
1/17/2021,ANN,0.700195313,SDP
1/24/2021,FNN-Sankei,0.300048828,SDP
1/31/2021,Nikkei,0,SDP
2/7/2021,Yomiuri-NNN,1,SDP
2/7/2021,JNN,0.300048828,SDP
2/7/2021,Jiji Press,0.399902344,SDP
2/7/2021,NHK,0.600097656,SDP
2/14/2021,ANN,0.600097656,SDP
2/14/2021,Asahi Shimbun,0,SDP
2/21/2021,FNN-Sankei,0.099975586,SDP
2/28/2021,Nikkei,0,SDP
3/7/2021,JNN,0.300048828,SDP
3/7/2021,Yomiuri-NNN,1,SDP
3/7/2021,NHK,0.300048828,SDP
3/8/2021,Jiji Press,0.199951172,SDP
3/14/2021,FNN-Sankei,0.199951172,SDP
3/21/2021,Asahi Shimbun,1,SDP
3/21/2021,ANN,0.300048828,SDP
3/28/2021,Nikkei,0,SDP
4/1/2021,Mainichi Shimbun,0,SDP
4/4/2021,JNN,0.300048828,SDP
4/4/2021,Yomiuri-NNN,0,SDP
4/11/2021,NHK,0.300048828,SDP
4/11/2021,Asahi Shimbun,0,SDP
4/12/2021,Asahi Shimbun,0,SDP
4/12/2021,Jiji Press,0.199951172,SDP
4/18/2021,ANN,1,SDP
4/18/2021,FNN-Sankei,0.199951172,SDP
4/25/2021,Nikkei,1,SDP
5/9/2021,NHK,0.199951172,SDP
5/9/2021,JNN,0,SDP
5/9/2021,Yomiuri-NNN,0,SDP
5/10/2021,Jiji Press,0.199951172,SDP
5/16/2021,Kyodo News,0.399902344,SDP
5/16/2021,FNN-Sankei,0.300048828,SDP
5/16/2021,go2senkyo,0.700195313,SDP
5/16/2021,ANN,0.600097656,SDP
5/16/2021,Asahi Shimbun,0,SDP
5/30/2021,Nikkei,0,SDP
6/1/2021,Mainichi Shimbun,0,SDP
6/6/2021,Yomiuri-NNN,1,SDP
6/6/2021,JNN,0.199951172,SDP
6/13/2021,NHK,0.300048828,SDP
6/13/2021,go2senkyo,0.899902344,SDP
6/14/2021,Jiji Press,0.199951172,SDP
6/20/2021,FNN-Sankei,0.5,SDP
6/20/2021,ANN,0.399902344,SDP
6/20/2021,Asahi Shimbun,0,SDP
6/27/2021,Nikkei,1,SDP
7/1/2021,Mainichi Shimbun,1,SDP
7/4/2021,JNN,0.399902344,SDP
7/11/2021,Yomiuri-NNN,0,SDP
7/11/2021,go2senkyo,1.099609375,SDP
7/11/2021,NHK,0.300048828,SDP
7/12/2021,Jiji Press,0.199951172,SDP
7/18/2021,FNN-Sankei,0.700195313,SDP
7/18/2021,ANN,0.399902344,SDP
7/25/2021,Nikkei,0,SDP
8/1/2021,Mainichi Shimbun,0,SDP
8/8/2021,Asahi Shimbun,0,SDP
8/8/2021,JNN,0.199951172,SDP
8/9/2021,Yomiuri-NNN,0,SDP
8/9/2021,Jiji Press,0.199951172,SDP
8/9/2021,NHK,0.5,SDP
8/15/2021,go2senkyo,0.600097656,SDP
8/22/2021,ANN,0.5,SDP
8/22/2021,FNN-Sankei,0.399902344,SDP
9/1/2021,Mainichi Shimbun,0,SDP
9/5/2021,Yomiuri Shimbun,0,SDP
9/11/2021,Nikkei,0,SDP
9/12/2021,NHK,0.600097656,SDP
9/12/2021,Asahi Shimbun,0,SDP
9/13/2021,Jiji Press,0.199951172,SDP
9/19/2021,FNN-Sankei,0.300048828,SDP
9/19/2021,ANN,0.300048828,SDP
9/25/2021,Nikkei,0,SDP
10/5/2021,Nikkei & TV Tokyo,0,SDP
10/5/2021,Yomiuri Shimbun,0,SDP
10/5/2021,Asahi Shimbun,0,SDP
10/10/2021,Green Ship,0,SDP
10/10/2021,FNN-Sankei,0.5,SDP
10/10/2021,NHK,0.600097656,SDP
10/10/2021,JNN,0.5,SDP
10/15/2021,Yomiuri Shimbun,1,SDP
10/17/2021,NHK,0.600097656,SDP
10/17/2021,ANN,0.600097656,SDP
10/17/2021,go2senkyo,1.200195313,SDP
10/17/2021,Kyodo News,0,SDP
10/20/2021,Asahi Shimbun,0,SDP
10/20/2021,Mainichi Shimbun,1,SDP
10/24/2021,go2senkyo,1,SDP
10/24/2021,NHK,0.700195313,SDP
1/8/2018,NHK,0,Reiwa
1/14/2018,Yomiuri Shimbun,0,Reiwa
1/14/2018,JNN,0,Reiwa
1/14/2018,Kyodo News,0,Reiwa
1/15/2018,Jiji Press,0,Reiwa
1/21/2018,Mainichi Shimbun,0,Reiwa
1/21/2018,ANN,0,Reiwa
1/21/2018,Asahi Shimbun,0,Reiwa
1/28/2018,NTV,0,Reiwa
1/28/2018,Nikkei,0,Reiwa
2/4/2018,JNN,0,Reiwa
2/11/2018,Yomiuri Shimbun,0,Reiwa
2/11/2018,Kyodo News,0,Reiwa
2/12/2018,Jiji Press,0,Reiwa
2/12/2018,NHK,0,Reiwa
2/18/2018,Asahi Shimbun,0,Reiwa
2/18/2018,NTV,0,Reiwa
2/25/2018,Mainichi Shimbun,0,Reiwa
2/25/2018,ANN,0,Reiwa
2/25/2018,Nikkei,0,Reiwa
3/4/2018,Kyodo News,0,Reiwa
3/4/2018,JNN,0,Reiwa
3/11/2018,Yomiuri Shimbun,0,Reiwa
3/11/2018,NHK,0,Reiwa
3/12/2018,Jiji Press,0,Reiwa
3/18/2018,Asahi Shimbun,0,Reiwa
3/18/2018,Kyodo News,0,Reiwa
3/18/2018,Mainichi Shimbun,0,Reiwa
3/18/2018,NTV,0,Reiwa
3/25/2018,Nikkei & TV Tokyo,0,Reiwa
3/25/2018,ANN,0,Reiwa
4/1/2018,Kyodo News,0,Reiwa
4/1/2018,Yomiuri Shimbun,0,Reiwa
4/8/2018,NHK,0,Reiwa
4/8/2018,JNN,0,Reiwa
4/9/2018,Jiji Press,0,Reiwa
4/15/2018,NTV,0,Reiwa
4/15/2018,Asahi Shimbun,0,Reiwa
4/22/2018,Mainichi Shimbun,0,Reiwa
4/22/2018,ANN,0,Reiwa
4/22/2018,Yomiuri Shimbun,0,Reiwa
4/25/2018,Asahi Shimbun,0,Reiwa
4/29/2018,Nikkei & TV Tokyo,0,Reiwa
5/13/2018,Kyodo News,0,Reiwa
5/13/2018,JNN,0,Reiwa
5/13/2018,NHK,0,Reiwa
5/14/2018,Jiji Press,0,Reiwa
5/20/2018,Yomiuri Shimbun,0,Reiwa
5/20/2018,NTV,0,Reiwa
5/20/2018,Asahi Shimbun,0,Reiwa
5/20/2018,ANN,0,Reiwa
5/27/2018,Mainichi Shimbun,0,Reiwa
5/27/2018,Nikkei & TV Tokyo,0,Reiwa
6/3/2018,JNN,0,Reiwa
6/10/2018,NHK,0,Reiwa
6/11/2018,Jiji Press,0,Reiwa
6/17/2018,ANN,0,Reiwa
6/17/2018,Asahi Shimbun,0,Reiwa
6/17/2018,NTV,0,Reiwa
6/17/2018,Yomiuri Shimbun,0,Reiwa
6/24/2018,Nikkei & TV Tokyo,0,Reiwa
6/24/2018,Mainichi Shimbun,0,Reiwa
